hist_lag,rebalancing_frequency,risk_tolerance,Return,Volatility,Sharpe Ratio,Portfolio Combination,risk_score
252,168,0.2,0.004146627,0.016720241,3.909900353,"{'AMGN': 58.47, 'BMY': 72.6, 'CPB': 3778.28, 'CAH': 8874.04, 'CI': 335.39, 'ED': 1278.42, 'CEG': 19817.98, 'CTVA': 657.39, 'EQT': 20737.17, 'XOM': 3380.28, 'FSLR': 3505.97, 'GIS': 2627.58, 'HSY': 644.59, 'HES': 33.47, 'K': 5607.83, 'LW': 5649.8, 'LMT': 56.36, 'MPC': 3679.8, 'MCK': 3036.91, 'MRK': 1550.67, 'NOC': 157.72, 'OXY': 21102.86, 'PGR': 630.22, 'SRE': 2772.6, 'SO': 935.77, 'VLO': 2413.24, 'VRTX': 976.22}",0.15
378,63,0.2,0.00350986,0.01664486,3.29929084,"{'ABBV': 3181.04, 'AZO': 118.6, 'BMY': 1901.63, 'CAH': 110.99, 'CF': 7342.94, 'CVX': 896.67, 'CI': 715.8, 'COP': 1616.99, 'ED': 807.47, 'CTVA': 503.4, 'DVN': 2465.01, 'DLTR': 4151.65, 'ENPH': 1646.16, 'EQT': 10905.08, 'ERIE': 118.45, 'XOM': 2370.51, 'FSLR': 1064.95, 'GIS': 7136.05, 'HSY': 1411.83, 'K': 1468.23, 'LLY': 1258.36, 'MPC': 3519.36, 'MCK': 3171.88, 'MRK': 2459.96, 'NOC': 573.56, 'OXY': 10518.51, 'PGR': 1113.6, 'VLO': 1187.79, 'VRTX': 2819.17, 'WRB': 4054.12}",0.15
252,147,0.2,0.004318219,0.016500284,4.079230118,"{'AMGN': 679.44, 'CPB': 4808.24, 'CAH': 4919.92, 'CI': 493.36, 'CEG': 7650.83, 'ERIE': 3479.29, 'XOM': 12.7, 'FSLR': 9523.74, 'GIS': 5650.22, 'GPC': 2403.68, 'GILD': 9460.72, 'HUBB': 45.4, 'K': 2529.59, 'LW': 11435.57, 'LLY': 269.9, 'MPC': 3354.91, 'MCK': 77.68, 'MRK': 7110.03, 'MNST': 2783.05, 'SMCI': 102893.69, 'VLO': 151.48}",0.15
252,231,0.2,0.004393026,0.016359824,4.147284218,"{'BMY': 3500.06, 'CAH': 7215.88, 'CF': 2847.43, 'CEG': 15652.75, 'CTVA': 1682.8, 'ENPH': 2966.49, 'EQT': 21787.72, 'ERIE': 1898.27, 'FSLR': 6064.38, 'GIS': 4056.16, 'HUM': 1046.07, 'K': 3808.76, 'LW': 731.55, 'LLY': 1700.79, 'MPC': 3027.45, 'MCK': 2320.73, 'MRK': 1536.67, 'MOH': 37.98, 'NOC': 4.18, 'OXY': 11986.78, 'TMUS': 1582.23, 'VLO': 1310.57, 'VRTX': 544.06, 'WRB': 739.28}",0.14
378,168,0.2,0.003785266,0.016301723,3.622921804,"{'ABBV': 232.16, 'AZO': 46.76, 'CHRW': 457.37, 'CAH': 2134.72, 'CNC': 1843.12, 'CF': 13461.97, 'ED': 6100.87, 'DVN': 3666.74, 'ENPH': 601.03, 'EQT': 26627.89, 'EXC': 1180.23, 'XOM': 303.14, 'GIS': 7976.55, 'HSY': 1146.07, 'K': 113.96, 'MPC': 214.02, 'MCK': 5309.82, 'NOC': 12.43, 'OXY': 17149.82, 'PANW': 1172.83, 'PGR': 398.49, 'SO': 526.45, 'SMCI': 54692.8, 'VRTX': 2917.09}",0.14
378,126,0.2,0.003492913,0.016265819,3.346360356,"{'ABBV': 3383.28, 'AZO': 276.28, 'BMY': 1233.45, 'CF': 6266.71, 'CVX': 771.73, 'CHD': 495.42, 'ED': 3223.18, 'CTRA': 8379.31, 'DVN': 5921.59, 'DLTR': 4054.12, 'EQT': 168.72, 'EXC': 10887.38, 'FDS': 55.08, 'GIS': 3878.47, 'HSY': 1276.36, 'K': 2289.91, 'LLY': 1992.94, 'MCK': 3188.04, 'MRK': 3010.63, 'NOC': 367.27, 'OXY': 9249.21, 'PANW': 2528.87, 'PEP': 77.13, 'PFE': 8516.2, 'PGR': 1007.9, 'PWR': 1642.52, 'SO': 378.3, 'UNH': 165.72, 'VRTX': 2726.25, 'WRB': 7253.94}",0.13
252,252,0.2,0.00485361,0.016182807,4.600273646,"{'AMD': 2805.42, 'ANET': 5531.74, 'AZO': 61.75, 'BLDR': 6477.58, 'CPT': 2422.35, 'CF': 107.78, 'COST': 653.11, 'CVS': 537.67, 'DVN': 21753.2, 'DPZ': 434.72, 'EXR': 1861.73, 'FDS': 319.16, 'F': 26235.55, 'FTNT': 6326.1, 'IT': 1455.19, 'INTU': 362.17, 'LLY': 862.44, 'LYV': 14.57, 'MAA': 1328.8, 'MRNA': 432.65, 'NUE': 342.82, 'NVDA': 23157.62, 'ON': 270.3, 'PANW': 1949.21, 'PFE': 13054.39, 'PLD': 1434.25, 'PSA': 121.86, 'RVTY': 1673.23, 'TRGP': 1655.78, 'TMO': 120.58, 'WST': 309.06, 'ZTS': 624.39}",0.13
378,105,0.2,0.003418647,0.016147532,3.209455543,"{'ABBV': 2070.27, 'AMGN': 1415.24, 'ACGL': 1199.82, 'AZO': 15.53, 'BMY': 4756.35, 'CPB': 4311.13, 'CAH': 5381.03, 'COR': 300.95, 'CVX': 884.51, 'CI': 455.26, 'CEG': 11449.74, 'EQT': 3462.11, 'XOM': 2878.1, 'FICO': 657.69, 'FSLR': 1818.1, 'GIS': 3846.0, 'GILD': 1349.2, 'HSY': 406.38, 'IBM': 34.18, 'K': 650.41, 'LW': 4326.07, 'LLY': 529.59, 'LMT': 459.28, 'MPC': 3972.57, 'MCK': 1688.75, 'MRK': 2420.81, 'NOC': 531.32, 'ORLY': 20.51, 'OXY': 6938.43, 'PGR': 1382.47, 'SRE': 1.56, 'SJM': 99.0, 'SMCI': 51340.6, 'VLO': 2076.16, 'VRTX': 1969.37, 'WRB': 517.69}",0.13
252,105,0.2,0.003820105,0.015911029,3.756011558,"{'AMGN': 672.63, 'CPB': 4760.0, 'CAH': 4870.55, 'CI': 488.41, 'CEG': 7574.07, 'ERIE': 3444.38, 'XOM': 12.57, 'FSLR': 9428.19, 'GIS': 5593.53, 'GPC': 2379.57, 'GILD': 9365.8, 'HUBB': 44.95, 'K': 2504.21, 'LW': 11320.83, 'LLY': 267.19, 'MPC': 3321.25, 'MCK': 76.9, 'MRK': 7038.69, 'MNST': 2755.13, 'SMCI': 101861.31, 'VLO': 149.96}",0.12
252,210,0.2,0.003740565,0.015292339,3.883049313,"{'ABBV': 8004.37, 'AMGN': 913.95, 'BMY': 10442.41, 'CF': 5522.93, 'ED': 2487.57, 'DLTR': 7332.77, 'GIS': 1659.55, 'HSY': 16.2, 'K': 3163.51, 'LW': 1832.12, 'LLY': 1378.29, 'LMT': 944.02, 'MCK': 4756.34, 'TAP': 4265.99, 'OXY': 12530.6, 'PFE': 1721.41, 'VRTX': 5719.0, 'WRB': 1244.22}",0.12
378,189,0.2,0.00338095,0.015266372,3.541992122,"{'ABBV': 2120.46, 'ADM': 1707.71, 'ANET': 3323.54, 'AZO': 16.44, 'BX': 316.88, 'BRO': 2002.23, 'CPT': 1601.74, 'CF': 4388.3, 'CVX': 478.01, 'COP': 2425.16, 'ED': 67.49, 'COST': 904.43, 'DVN': 10289.54, 'EW': 296.19, 'EQT': 1719.1, 'EXC': 6205.18, 'EXR': 1606.93, 'FTNT': 3836.44, 'IT': 157.91, 'HSY': 625.38, 'KR': 7127.37, 'LLY': 910.8, 'MRO': 14669.6, 'MCK': 860.37, 'MAA': 416.05, 'MOS': 1978.02, 'NOC': 244.82, 'NUE': 2567.47, 'NVDA': 14190.11, 'OXY': 91.97, 'PANW': 2843.08, 'PFE': 5179.15, 'PLD': 2101.0, 'PSA': 1334.61, 'REGN': 231.14, 'TRGP': 9892.58, 'TSLA': 281.48, 'WST': 225.92}",0.11
378,210,0.2,0.002927613,0.015190731,2.971545593,"{'ABBV': 3406.92, 'AZO': 278.21, 'BMY': 1242.07, 'CF': 6310.49, 'CVX': 777.12, 'CHD': 498.88, 'ED': 3245.7, 'CTRA': 8437.85, 'DVN': 5962.97, 'DLTR': 4082.45, 'EQT': 169.9, 'EXC': 10963.45, 'FDS': 55.47, 'GIS': 3905.56, 'HSY': 1285.28, 'K': 2305.91, 'LLY': 2006.86, 'MCK': 3210.31, 'MRK': 3031.66, 'NOC': 369.84, 'OXY': 9313.83, 'PANW': 2546.54, 'PEP': 77.67, 'PFE': 8575.7, 'PGR': 1014.95, 'PWR': 1654.0, 'SO': 380.94, 'UNH': 166.88, 'VRTX': 2745.3, 'WRB': 7304.62}",0.11
378,84,0.1,0.002862038,0.013373989,3.351758889,"{'ABBV': 1128.43, 'LNT': 197.29, 'AEE': 407.33, 'AEP': 827.56, 'AMGN': 511.98, 'ADM': 1190.12, 'AJG': 308.83, 'ATO': 578.83, 'AZO': 52.5, 'BDX': 311.99, 'BMY': 1228.26, 'BG': 505.18, 'CHRW': 1369.66, 'CPB': 2483.35, 'CAH': 1845.74, 'COR': 498.73, 'CNC': 1273.71, 'CNP': 2413.35, 'CF': 3216.0, 'CVX': 1090.57, 'CHD': 834.17, 'CI': 326.17, 'CMS': 1067.03, 'KO': 858.78, 'CL': 735.7, 'CAG': 617.16, 'COP': 1338.14, 'ED': 1922.15, 'STZ': 446.52, 'CTVA': 1711.57, 'COST': 12.18, 'CTRA': 4992.21, 'CVS': 530.88, 'DVN': 2267.84, 'FANG': 8.29, 'DLTR': 619.46, 'D': 599.8, 'DTE': 534.58, 'DUK': 382.93, 'EIX': 1059.34, 'EA': 198.97, 'ELV': 121.57, 'ENPH': 383.46, 'ETR': 147.3, 'EOG': 516.03, 'EQT': 5327.54, 'ERIE': 490.79, 'EVRG': 164.86, 'ES': 178.32, 'EXC': 2738.49, 'XOM': 1855.09, 'FDS': 197.88, 'FSLR': 892.34, 'FE': 31.81, 'GD': 4.83, 'GIS': 2504.05, 'GPC': 482.82, 'GILD': 294.88, 'HSY': 697.84, 'HES': 311.93, 'HRL': 1957.15, 'HUM': 149.07, 'HII': 27.92, 'JKHY': 282.19, 'JNJ': 257.48, 'K': 2402.74, 'KDP': 2033.8, 'KMB': 533.28, 'KHC': 1069.78, 'KR': 216.25, 'LW': 669.2, 'LLY': 207.51, 'LMT': 306.46, 'MTB': 73.73, 'MRO': 3550.72, 'MPC': 1466.41, 'MKC': 2.73, 'MCD': 302.05, 'MCK': 874.96, 'MRK': 1582.48, 'MOH': 216.29, 'MOS': 24.69, 'NI': 2593.89, 'NOC': 327.25, 'ORLY': 118.91, 'OXY': 3912.35, 'ON': 71.59, 'PANW': 751.52, 'PEP': 395.95, 'PFE': 960.12, 'PCG': 6121.16, 'PM': 242.16, 'PG': 61.95, 'PGR': 971.07, 'PEG': 151.4, 'PWR': 363.3, 'RSG': 474.94, 'SRE': 1105.39, 'SJM': 525.47, 'SO': 1738.72, 'SMCI': 13712.99, 'UNH': 92.34, 'VLO': 1380.91, 'VRTX': 749.47, 'VST': 3511.78, 'WRB': 1678.68, 'GWW': 134.49, 'WM': 361.32, 'WEC': 809.48, 'WMB': 2461.31, 'XEL': 961.89}",0.11
378,21,0.1,0.003207336,0.013341743,3.571176897,"{'ABBV': 1847.67, 'AFL': 22.15, 'MO': 235.16, 'AMGN': 1153.53, 'ACGL': 1745.23, 'ATO': 178.74, 'AZO': 41.05, 'BMY': 4307.23, 'CPB': 4602.19, 'CAH': 3285.45, 'COR': 692.75, 'CF': 330.79, 'CVX': 985.56, 'CI': 386.83, 'KO': 271.77, 'CAG': 2420.92, 'COP': 190.64, 'ED': 1185.89, 'STZ': 9.02, 'CEG': 4336.52, 'CTVA': 682.15, 'EQT': 377.53, 'ERIE': 332.48, 'XOM': 2106.06, 'FICO': 302.27, 'FSLR': 1482.72, 'GIS': 3293.57, 'GPC': 348.99, 'GILD': 2128.65, 'HSY': 766.99, 'HES': 115.53, 'HRL': 2841.62, 'HUM': 189.82, 'HII': 36.35, 'IBM': 981.28, 'INCY': 1850.11, 'JKHY': 573.77, 'JNJ': 779.85, 'K': 2964.59, 'KMB': 392.11, 'KHC': 1532.46, 'KR': 45.18, 'LW': 2894.93, 'LDOS': 348.43, 'LLY': 504.24, 'LMT': 492.47, 'MPC': 2136.48, 'MCD': 46.38, 'MCK': 969.49, 'MRK': 2693.16, 'TAP': 285.7, 'NOC': 424.02, 'ORLY': 132.15, 'OXY': 3023.9, 'PEP': 149.2, 'PM': 512.56, 'PSX': 15.63, 'PNW': 78.95, 'PGR': 1191.21, 'REGN': 66.4, 'SRE': 1013.82, 'SJM': 992.78, 'SMCI': 19788.83, 'TMUS': 178.1, 'TRV': 257.16, 'VLO': 1466.71, 'VRTX': 1103.15, 'WRB': 2125.03, 'WMT': 800.48}",0.1
252,84,0.1,0.003468616,0.013320918,4.175996431,"{'ABBV': 734.54, 'AEP': 1426.81, 'AMGN': 1036.3, 'ADM': 1043.51, 'BDX': 12.97, 'BMY': 3626.52, 'CHRW': 599.08, 'CPB': 5066.26, 'CAH': 5098.35, 'CNP': 26.57, 'CF': 1306.65, 'CVX': 446.84, 'CI': 397.85, 'CMS': 184.96, 'ED': 2183.71, 'CEG': 7509.42, 'CTVA': 2355.66, 'D': 76.26, 'DTE': 713.49, 'ENPH': 69.48, 'EQT': 6836.43, 'ERIE': 637.51, 'EXC': 65.03, 'XOM': 2745.03, 'FSLR': 2872.45, 'GIS': 3332.77, 'GPC': 454.55, 'HSY': 935.01, 'HES': 474.74, 'HII': 433.63, 'JKHY': 845.58, 'JNJ': 79.33, 'K': 5838.74, 'KDP': 1665.77, 'KHC': 1359.97, 'KR': 489.94, 'LW': 3943.28, 'LLY': 133.82, 'LMT': 496.97, 'MPC': 2470.91, 'MCK': 1536.64, 'MRK': 3262.4, 'TAP': 811.86, 'NOC': 387.96, 'OXY': 8040.66, 'PM': 891.06, 'PNW': 241.26, 'PGR': 1228.58, 'SRE': 2541.56, 'SJM': 274.39, 'SO': 2459.26, 'TMUS': 842.0, 'VLO': 2217.48, 'VRTX': 856.31, 'WRB': 2840.74, 'WEC': 836.06, 'WMB': 1806.2, 'XEL': 1449.59}",0.1
252,21,0.1,0.003766621,0.013279782,4.333528032,"{'AMGN': 1295.13, 'ACGL': 1006.3, 'AZO': 51.63, 'BMY': 2584.07, 'CPB': 6717.9, 'CAH': 3997.14, 'CBOE': 115.15, 'CI': 521.68, 'CAG': 2111.78, 'STZ': 8.32, 'CEG': 2869.53, 'EA': 20.97, 'ERIE': 2154.08, 'XOM': 1289.71, 'FSLR': 5130.29, 'GIS': 5419.5, 'GPC': 1687.92, 'GILD': 6089.9, 'HUBB': 231.81, 'HUM': 321.69, 'IBM': 198.66, 'JNJ': 206.0, 'K': 5176.07, 'KMB': 1358.57, 'LW': 7246.43, 'LLY': 535.06, 'MPC': 2485.16, 'MCD': 246.15, 'MCK': 517.61, 'MRK': 5610.62, 'MNST': 4142.4, 'ORLY': 37.3, 'PM': 411.25, 'PSX': 574.47, 'ROL': 786.09, 'SJM': 1261.67, 'SMCI': 40834.82, 'TJX': 1650.54, 'VLO': 973.33, 'VRTX': 158.78}",0.09
378,63,0.1,0.002615721,0.013197481,3.16773117,"{'ABBV': 2090.96, 'AEP': 280.34, 'AMGN': 615.55, 'ACGL': 990.41, 'ADM': 864.93, 'AJG': 152.56, 'ATO': 601.73, 'AZO': 82.18, 'BMY': 3510.26, 'CHRW': 789.68, 'CPB': 3178.84, 'CAH': 1759.92, 'COR': 108.21, 'CNC': 530.98, 'CNP': 1044.35, 'CF': 3361.75, 'CVX': 1279.12, 'CI': 517.03, 'KO': 447.38, 'COP': 1294.01, 'ED': 1884.48, 'STZ': 423.28, 'CTVA': 2365.07, 'CVS': 406.36, 'DVN': 1448.24, 'DG': 81.54, 'DLTR': 1727.29, 'DTE': 31.0, 'EA': 32.94, 'ELV': 83.38, 'ENPH': 774.49, 'EOG': 24.25, 'EQT': 3457.86, 'ERIE': 688.18, 'XOM': 2269.62, 'FDS': 62.79, 'FSLR': 1491.06, 'GIS': 3821.88, 'GPC': 516.01, 'HSY': 1036.11, 'HRL': 4093.9, 'HUBB': 245.39, 'HUM': 281.78, 'HII': 171.36, 'JKHY': 341.89, 'JNJ': 764.69, 'K': 3471.07, 'KDP': 1973.31, 'KMB': 11.54, 'KR': 585.12, 'LW': 1469.59, 'LLY': 723.43, 'LMT': 396.85, 'MTB': 186.88, 'MRO': 2481.04, 'MPC': 2041.84, 'MCD': 60.07, 'MCK': 1140.46, 'MRK': 3047.28, 'MOH': 182.99, 'NI': 36.44, 'NOC': 484.82, 'ORLY': 139.92, 'OXY': 3988.14, 'PEP': 390.95, 'PFE': 1602.75, 'PCG': 4919.88, 'PGR': 1291.53, 'REGN': 148.31, 'RSG': 282.52, 'SRE': 430.04, 'SJM': 1051.31, 'SO': 1135.49, 'UNH': 164.58, 'VLO': 1626.22, 'VRTX': 1176.89, 'VST': 527.98, 'WRB': 3854.7, 'GWW': 114.86, 'WM': 233.73, 'WEC': 146.08, 'XEL': 413.59}",0.09
252,63,0.1,0.003047202,0.013125647,3.769126589,"{'ABBV': 1317.78, 'AMGN': 759.71, 'BMY': 5559.04, 'CPB': 3919.53, 'CAH': 4937.35, 'CF': 2513.08, 'CI': 314.94, 'ED': 938.59, 'CEG': 6677.6, 'CTVA': 3346.76, 'ENPH': 1318.18, 'EQT': 7646.89, 'ERIE': 1756.36, 'XOM': 125.49, 'FSLR': 3985.83, 'GIS': 4411.94, 'GPC': 112.69, 'HSY': 772.24, 'HUBB': 72.58, 'HUM': 759.58, 'HII': 374.51, 'JKHY': 869.83, 'JNJ': 1084.54, 'K': 5870.09, 'LW': 2496.72, 'LLY': 1116.76, 'LMT': 235.06, 'MPC': 2329.65, 'MCK': 1384.45, 'MRK': 3673.61, 'MOH': 477.28, 'NOC': 378.52, 'ORLY': 40.66, 'OXY': 5171.17, 'PWR': 18.52, 'REGN': 204.91, 'RSG': 156.54, 'ROL': 196.17, 'SRE': 953.48, 'SJM': 285.36, 'SO': 4.59, 'TMUS': 1554.11, 'VLO': 1848.83, 'VRTX': 662.65, 'WRB': 4201.0, 'WM': 703.85}",0.08
378,42,0.1,0.002906037,0.013101376,3.43827899,"{'ABBV': 1908.14, 'AMGN': 948.07, 'ACGL': 943.88, 'ADM': 1208.22, 'ATO': 40.25, 'AZO': 64.76, 'BMY': 3938.18, 'CPB': 4199.52, 'CAH': 2753.51, 'COR': 513.1, 'CNC': 537.28, 'CF': 1878.28, 'CVX': 1141.27, 'CI': 593.99, 'KO': 543.49, 'CL': 62.21, 'CAG': 1000.03, 'COP': 489.18, 'ED': 1207.43, 'STZ': 264.03, 'CTVA': 2383.16, 'DG': 184.44, 'DLTR': 1235.53, 'ELV': 210.83, 'ENPH': 260.81, 'EQT': 2055.73, 'ERIE': 542.77, 'XOM': 2179.01, 'FSLR': 936.08, 'FMC': 36.24, 'GIS': 2884.38, 'GPC': 675.89, 'GILD': 1573.66, 'HSY': 867.17, 'HRL': 3036.18, 'HUBB': 85.85, 'HUM': 248.37, 'HII': 208.8, 'INCY': 1198.7, 'JKHY': 462.55, 'JNJ': 770.69, 'K': 3471.51, 'KDP': 1131.81, 'KMB': 349.31, 'KHC': 887.06, 'KR': 954.67, 'LW': 2851.61, 'LLY': 608.67, 'LMT': 394.9, 'MRO': 388.02, 'MPC': 1598.82, 'MCD': 296.05, 'MCK': 1045.1, 'MRK': 2485.58, 'MOH': 217.13, 'NOC': 289.65, 'ORLY': 153.19, 'OXY': 2891.9, 'PEP': 351.1, 'PFE': 2522.47, 'PCG': 2026.24, 'PGR': 1052.01, 'REGN': 254.28, 'SRE': 11.21, 'SJM': 1112.66, 'SMCI': 18458.23, 'TMUS': 304.64, 'TRV': 276.74, 'UNH': 172.87, 'VLO': 847.47, 'VRTX': 951.6, 'WRB': 3342.49, 'GWW': 104.0, 'WMT': 59.64}",0.08
252,42,0.1,0.003508196,0.013054315,4.233745595,"{'ABBV': 19.85, 'AMGN': 1273.53, 'AZO': 87.43, 'BMY': 3283.72, 'CPB': 4333.4, 'CAH': 2880.64, 'CBOE': 111.44, 'CF': 1402.02, 'CVX': 391.54, 'CI': 697.01, 'STZ': 84.08, 'CEG': 5327.56, 'CTVA': 987.4, 'DG': 438.74, 'ELV': 40.87, 'ENPH': 877.31, 'EQT': 3803.98, 'ERIE': 1301.24, 'XOM': 1492.01, 'FSLR': 4948.45, 'GIS': 3191.3, 'GPC': 1482.11, 'GILD': 3480.05, 'HSY': 475.46, 'HUBB': 304.07, 'HUM': 426.76, 'HII': 824.82, 'IBM': 171.28, 'INCY': 38.96, 'JKHY': 706.13, 'JNJ': 951.03, 'K': 3879.42, 'LW': 2370.47, 'LLY': 1038.26, 'LMT': 358.47, 'MPC': 1809.73, 'MCD': 19.81, 'MCK': 804.7, 'MRK': 4259.4, 'MOH': 45.86, 'NOC': 375.26, 'ORLY': 165.83, 'OXY': 3557.34, 'PCG': 371.62, 'PGR': 5.25, 'DGX': 3.78, 'REGN': 164.34, 'ROL': 4671.99, 'SJM': 484.79, 'SMCI': 4957.64, 'VLO': 1186.27, 'VRTX': 503.73, 'WRB': 2195.19, 'WM': 27.87}",0.08
